0.089447775,-0.386273591,0.00110073,0.575873264,0.30243372,1.967983145,0.506945813,0.164750716,0.911696163,-0.849192402,-0.711413878,-1.278264402,-1.072228783,-1.359377992,-0.809261773,-0.190019822,-1.995302285,1.148222389,-0.365917287,-0.679108179,-1.263535218,-1.782225588,-1.037278701,-1.743399102,-2.107455333,-0.76048235,Actin
-0.557219768,0.639195503,0.855345283,0.067718562,-0.349640481,0.501004937,0.465102434,0.971374553,0.987797597,-0.57310568,-0.362552019,-0.314195861,0.069587072,-0.208989478,0.759546974,-0.334224494,0.917280495,0.755643758,0.203453555,-0.520682829,-0.488067205,-0.38240253,0.098976399,0.310927735,-0.045147973,-0.603160898,Endoplasmic_Reticulum
-0.690150173,-0.233365059,-0.691348885,-0.92447772,-1.110470305,-0.956284054,0.199105182,0.492353552,0.072901073,-0.502323856,-1.055795419,-1.056882774,-1.03730441,-1.215560609,-1.075041486,0.562332341,-0.848435987,0.65696223,-0.458074002,-0.527836893,-1.136559196,-1.217318523,-0.652809644,-0.666295227,-2.084236617,-3.305416452,Actin
-1.491964213,-1.202919389,-0.87054542,0.73887842,0.030880258,-1.417914512,-1.04905375,-0.339720104,-0.275911083,0.103309453,0.518254708,1.165505118,0.557945387,0.972969301,0.928171421,-0.009718088,1.575384818,-0.844806925,-1.111636743,0.722722956,-0.61874199,-0.521253184,0.182143088,-3.127098135,-0.192008697,-0.776785872,Lysosome
-0.603829446,-0.330479559,-0.044795663,-0.071170223,-0.162987176,-1.313607112,-0.148494302,0.904253245,0.764160827,-0.939177898,-0.662773505,-1.368238573,-1.030730792,-1.558352743,-1.343125084,-2.195570524,-1.573831361,0.001150607,-0.695112732,-1.683085912,-1.059343288,-0.875129023,-1.668330967,-0.847785761,-0.630139706,-2.665639245,Actin
-0.443656049,-0.473168343,-0.803400231,-0.737997185,-0.916610456,-0.892212614,-1.934518182,-1.173904878,0.481879159,-0.7154621,-0.747172516,-0.673023507,-0.974052205,-0.033568086,-0.625984845,0.187172143,-1.374459018,1.137811472,-0.603200348,-0.281722062,0.157573066,-0.56238053,-0.27827062,-1.569316118,-1.337177695,-1.27016507,Microtubules
-3.186293657,-0.435497437,0.226303664,-0.036985373,-1.198466745,-0.54327859,0.810593325,-2.036481977,3.019975379,-0.809860604,-0.503383348,-0.079532411,0.822941968,0.296966681,0.466158493,-0.820308484,-0.625663751,-0.185404793,-0.027734602,-0.207236424,-0.266417582,-1.315157207,-1.61164609,0.286649612,-0.431604851,0.600741346,Peroxisomes
-0.593951085,0.563523417,-0.73431879,-1.323059392,-1.615461536,-1.181937599,0.051065185,1.04337004,1.73991414,-0.458463758,-0.210245098,-0.521902174,-0.34214877,-0.058186411,0.224102455,-0.034754956,-0.158837503,-0.017856009,-0.88999452,0.21027553,1.371618385,-0.055140436,0.403571663,-0.289268985,1.679191727,1.93406433,Microtubules
-1.170108375,-2.454332824,-1.268906274,-0.330250302,0.063952014,-0.223363525,0.239895888,-3.018352645,-0.237731694,0.881027035,0.828309711,0.675729123,-1.036659994,0.398851392,0.2014719,0.804408082,-0.280415557,-1.451764774,-0.344443408,-1.45691737,-0.037677401,0.081445054,-2.431275184,0.644637174,1.181418434,0.394216587,Lysosome
-0.30334089,-0.500395292,-0.274863606,-1.462948015,-0.825348954,-1.051556519,-0.342128897,0.287356185,0.921116195,-0.663280245,-0.835911384,-0.418523195,-0.821357727,-0.51827871,-0.243845238,-1.160698553,-0.369605412,-0.218102116,-0.878931768,-0.411705977,-0.407412499,0.149538269,0.394248956,1.65262276,-0.373286521,0.546705512,Microtubules
-0.434608072,-0.227454922,0.04117015,-0.325114515,1.833127999,-1.24372014,-0.671691626,-0.266232324,0.304825505,-0.698414282,-0.80375028,-1.358060618,-0.718998686,-0.712511722,-0.472779177,-0.716173379,-1.378827351,1.5350436,-1.401267641,-0.661363419,-1.692253838,-1.699993186,-1.549227541,-1.669316023,-2.30382424,-2.046580447,Actin
-0.692005449,-0.842013352,-0.955557997,-0.910150747,-0.225766694,-0.169813428,-0.097792314,-0.440158264,1.692179123,-0.655336298,-0.788179969,-1.091585167,-0.794754948,-0.749254736,-0.732722697,-1.173032568,-0.467817322,-0.200732189,-0.309936758,-0.889612647,0.101456634,0.037626984,-0.271586255,0.046519256,-1.732478504,-0.026352875,Microtubules
-0.919430987,-0.838051707,-0.391132009,-1.109201275,0.711945394,0.405142163,0.123673547,-0.057947549,-1.070329447,-0.870323346,-1.06301481,-1.2374464,-0.380578038,0.125613246,-0.390068949,-1.648961362,-0.484673214,1.687099003,0.048763719,-0.796935218,-1.209786663,-1.02169661,-2.211942584,-0.272806323,0.348275785,-1.706330892,Actin
-1.066845971,-1.039240501,-1.628576259,-0.635718564,-1.184753134,-0.171537844,-2.87423211,-2.757599065,0.119911582,-0.905526551,-0.642385011,-0.583236434,0.239556595,1.19814266,-0.44595942,-1.815594402,-1.802709367,0.830012494,-0.001766708,-0.707025895,-0.935972597,-0.427999326,0.020164156,-0.37626522,-1.227944788,0.829497373,Mitochondria
-0.310899603,0.091506222,-1.611412789,-0.995219685,-1.11833988,-0.146655515,0.281475966,0.289569842,-0.741978514,-0.687522074,-0.539754761,-0.6299818,0.066850398,-0.07637743,-0.822699506,0.030841193,0.18612413,-0.327667658,-0.681275775,-1.007854035,0.087839435,-0.225212517,-0.667617527,-0.490975518,-0.614389639,-1.461024944,Endoplasmic_Reticulum
-0.113299646,-0.873948517,-0.132043875,-0.718354083,-0.430467196,0.148510125,-0.380743141,-0.039183695,0.230662475,-0.920373866,-0.988110832,-1.303075978,-0.77429844,-1.429215577,-1.656475467,-1.648790073,-1.86598517,0.527275822,-0.928188854,-1.264139176,-1.165243945,-1.117977232,-0.152769569,-3.360647037,-1.671853404,-1.416850069,Lysosome
0.10414029,0.502639836,2.112809959,-0.534526785,0.119451248,-0.457772461,1.313674555,1.264459143,0.745857948,-0.569872171,-0.584617719,0.200883965,-0.445067892,-0.704435752,-0.062988341,-0.00115559,0.412965651,-0.31684326,-0.36081004,-0.074009775,-0.5249057,-0.582793297,-0.7560886,-0.626037267,-0.749208232,-1.067905561,Endoplasmic_Reticulum
