1,-1.550893952,1.278435978,-0.211449011,-0.470810671,-1.76476459,-0.694723369,-0.638549079,-0.677037783,0.323929788,0.162164435,-0.052425403,-0.323076682,-0.490971762,-0.453601217,-0.875439068,-0.749762718,-1.225025223,-0.028956629,-1.472119943,-0.833247892,-1.402018919,-1.433083005,-1.143881678,-0.284248022,-0.965830142,-0.524209282,0.549684794,4.363820643,0.746743793,-1.37898267,-0.43031104,0.509475134,-0.011156519,0.694930303,-0.818718483,-0.425652146,0.003304678,-0.622677608,1.05568622,-1.129712118,-0.396222859,0.747667928,-1.447937033,1.426569763,-0.677966267,-1.089411418,-0.590328969,0.461449015,-1.230258808,-0.428471252,0.104812371,1.86058456
2,-2.127220973,0.441623252,-0.339420594,-0.389523383,0.606744113,-1.004581393,-1.518602999,-0.481462462,-0.074084792,0.982009971,-0.800875249,-1.139740393,-0.076741341,-1.127362107,-0.536086101,-0.63888619,0.013920457,-1.643129913,-0.802826983,-0.715009701,0.280839393,-0.95552541,-0.254970091,-1.110430485,-1.303271287,0.415466035,-0.899863543,-0.502267364,-1.6405706,-0.068730191,-0.530087862,1.991858765,-1.081008467,-0.59760823,-0.308724757,-1.693737184,0.694041682,-0.593117734,-0.156389563,-0.220810034,-2.868182529,-0.166064854,0.143431689,-0.337322102,-1.169630777,-0.82981856,-0.654437299,0.380561536,-0.840895902,0.01271281,-1.330216362,2.118678816
3,2.115773325,-1.478840789,-0.192343055,-0.841526327,3.142838375,-0.126997799,1.719618936,6.875999485,-1.338293103,0.735459563,-0.681894409,2.599897681,5.116629831,2.189307253,0.865103633,1.819940659,0.024316013,-2.743593776,1.186701825,0.753106841,0.046213605,-0.101356939,-0.500773193,1.100652367,0.853123935,-0.01102648,-0.962034507,-1.13306336,0.053346426,0.936651523,1.262278026,-0.062778079,0.309282972,-0.990860578,1.636615808,-0.613752109,0.43713997,2.205641683,2.250750094,0.37147834,-0.519195928,-0.051784166,0.800437454,-0.391190371,-2.711382962,0.429242636,-1.371380612,0.352940236,0.833102255,-2.450003221,2.323054799,0.198260535
4,-1.58075781,1.65505243,-0.320173321,-0.248204503,-0.832646198,-0.871776553,-0.038632799,-0.76363203,-1.108901297,-0.083778751,-0.435703793,-0.072515476,-0.752392392,-1.077419749,-0.968823867,-0.594925842,-1.466654437,1.684031925,-0.95598931,0.171836688,-1.724929569,2.939370806,2.337578325,-1.07465989,-0.259615419,-1.079871714,2.155206532,-0.307879398,-0.431226975,-0.300324192,-1.197113471,1.251974569,-1.231986774,-1.05457671,-0.876010577,1.26143836,-0.99414016,-0.815004862,0.75713219,-1.070791182,0.729215032,1.110689404,-0.434966616,0.768454493,-1.290007055,-1.524104675,-0.737736228,-0.130128051,-0.204856143,-0.621627902,-0.749326397,-1.445302208
5,-2.302574923,1.805619106,0.272399749,-1.077723629,-1.123375387,-0.626022221,-0.828422821,-0.39520612,0.330653417,0.315335842,0.182180175,-1.204084883,-0.494367254,-1.086923807,-2.416739254,-0.804098146,-3.181186053,2.198676894,-2.51086433,-1.418134965,-1.341968859,-0.138681291,0.777818851,-1.901871808,0.650386742,-0.31652323,-2.405234146,0.352388849,-2.007795809,-1.340594654,-2.03855137,0.662194285,-2.177041698,0.022906156,-0.631896006,1.817462402,0.410948182,-0.697312816,-3.656475403,-0.048994794,1.586150722,-0.581096904,-1.323502595,-1.485089045,-0.426495187,-4.23487194,-0.612223837,-1.934438897,-0.426095306,-0.565790722,-1.65103124,-0.380435354
6,-1.128519097,1.331937283,-0.102072832,-0.993461528,-0.424417327,-0.633559032,-3.879287894,-0.826987679,-0.9093775,-1.663184848,-0.841685308,-0.300036457,-0.117251003,-0.613494925,-0.713721081,-1.100949174,-0.056518138,2.399649605,-0.730301031,-0.829508353,-0.888937709,0.160642401,0.280959573,-0.392748394,-0.731996896,-0.508824204,-0.836859823,-0.88353381,-0.301021877,-1.332881514,0.36767635,1.592145836,-1.50998178,1.580654117,0.420568268,-0.248702763,1.321630644,-0.803419581,-0.481440746,0.287472666,0.116541064,-0.085333727,-2.109498518,-2.728063961,-0.311547923,-1.167610365,-0.46561568,-0.619370347,-0.681894409,-1.099370342,-0.63406341,0.873876621
7,-0.156214012,-2.318742667,-0.344501899,0.361862671,-1.431464808,-0.270717814,0.773960038,0.450537247,-0.361374392,0.367465661,-0.174448167,0.76301193,-0.54374733,-0.0983215,1.352922945,-0.483163528,-0.162660492,-0.934644986,-0.837456092,-0.510550551,-0.01477588,0.854370076,0.176226103,-1.858442977,-0.518919438,-0.364186001,1.480817667,0.022802537,0.946067119,1.362330478,-0.008827215,-0.763518582,-0.271735884,-0.743779439,-1.361818564,-1.211327578,0.671490825,0.283895462,-1.191370873,-0.236572546,0.58781632,-0.142199966,1.640616265,1.465116935,0.488380937,-0.216069922,-0.323504728,-0.072071079,-0.206094384,-0.655816188,-0.198681999,-0.432188117
8,-1.127814707,-0.680207165,-1.604006717,0.021930033,1.188837845,0.789286286,0.827990371,-0.746370405,-0.091509076,0.025844232,1.446922295,0.821354071,-0.517565133,-0.794871274,1.716722411,0.306454574,-0.505896886,-0.413784373,-0.990761082,-0.015383259,-1.02337803,-1.769046057,-1.258796468,-1.296895843,3.710770169,0.26730001,3.301870313,0.763543368,0.477342087,2.770343111,0.383817794,-0.570941582,1.007183052,-1.760870562,-0.488667275,-0.107313942,1.689665265,-0.48420073,-0.583018978,-0.984649357,0.248052499,-0.560567769,-0.3520174,1.706228047,0.332415422,0.829678439,-0.549497797,-0.28002247,-0.076681447,-0.942628135,-0.365031548,-1.078241724
9,0.37138885,-0.235196383,-0.601349389,-0.364084284,-0.593461937,-1.676774602,-0.588632658,-0.101293248,-1.886077382,0.341695948,-0.449927423,0.057474742,-0.916021076,-1.31494874,-0.880171815,-0.849539541,-1.320234767,-0.662302309,-0.269194126,-0.08228527,0.224365115,-1.310504555,-1.766478776,-0.120918543,-0.620922782,-0.23496498,-0.287296953,-0.429141384,-0.606560378,-0.392797592,0.138717814,0.508296664,-0.981133776,0.392046518,-0.492849823,0.275972425,-0.126556181,-0.042979718,-0.371715806,-0.211454106,0.287508039,-0.439201551,0.131516596,-1.30950795,-0.05472404,0.189672287,-0.610667157,-1.01702123,-0.691325848,1.724670755,-0.772902054,1.722960678
10,-0.930376962,-0.669097892,-1.079628365,-0.649406868,2.370951014,-1.139684289,-0.765658456,-0.985760694,0.985418642,0.870307582,0.120398137,-0.762434966,-0.739772918,0.309371182,-0.705189567,1.233827284,-2.57442654,-0.846981179,-0.514125524,-1.418822092,-1.117135666,0.776122933,0.224445572,0.324336305,-0.532705633,-1.347685826,-2.270859057,-0.743438308,-0.539594251,0.135205832,-0.732851816,0.440475472,-0.944564944,-0.620215111,-0.603872239,-1.850348013,0.15869068,-1.073839823,-1.525557721,1.04422324,-0.594803556,-1.066101814,-1.439265688,-1.078703349,-0.773895929,-0.076604273,2.175425709,-0.641966908,-1.100523525,-0.979560049,-0.590541968,0.293330672
